algoritmo,tamano_matriz,hilos,iteracion,tiempo_us
mmClasicaFork,500,3,13,228837
mmClasicaFork,500,3,14,228234
mmClasicaFork,500,3,15,237596
mmClasicaFork,500,3,16,308196
mmClasicaFork,500,3,17,272070
mmClasicaFork,500,3,18,267593
mmClasicaFork,500,3,19,235584
mmClasicaFork,500,3,20,273668
mmClasicaFork,500,3,21,232735
mmClasicaFork,500,3,22,281479
mmClasicaFork,500,3,23,238503
mmClasicaFork,500,3,24,279496
mmClasicaFork,500,3,25,232901
mmClasicaFork,500,3,26,275607
mmClasicaFork,500,3,27,243727
mmClasicaFork,500,3,28,243452
mmClasicaFork,500,3,29,238280
mmClasicaFork,500,3,30,232927
mmClasicaFork,500,4,1,203594
mmClasicaFork,500,4,2,187519
mmClasicaFork,500,4,3,183199
mmClasicaFork,500,4,4,186180
mmClasicaFork,500,4,5,185651
mmClasicaFork,500,4,6,195919
mmClasicaFork,500,4,7,190713
mmClasicaFork,500,4,8,199193
mmClasicaFork,500,4,9,207270
mmClasicaFork,500,4,10,234627
mmClasicaFork,500,4,11,214396
mmClasicaFork,500,4,12,197060
mmClasicaFork,500,4,13,186666
mmClasicaFork,500,4,14,188300
mmClasicaFork,500,4,15,213765
mmClasicaFork,500,4,16,203878
mmClasicaFork,500,4,17,189866
mmClasicaFork,500,4,18,197309
mmClasicaFork,500,4,19,188176
mmClasicaFork,500,4,20,189289
mmClasicaFork,500,4,21,185462
mmClasicaFork,500,4,22,204749
mmClasicaFork,500,4,23,234028
mmClasicaFork,500,4,24,195043
mmClasicaFork,500,4,25,187855
mmClasicaFork,500,4,26,207971
mmClasicaFork,500,4,27,198012
mmClasicaFork,500,4,28,194860
mmClasicaFork,500,4,29,191811
mmClasicaFork,500,4,30,189397
mmClasicaFork,500,5,1,228807
mmClasicaFork,500,5,2,202331
mmClasicaFork,500,5,3,195413
mmClasicaFork,500,5,4,243161
mmClasicaFork,500,5,5,208230
mmClasicaFork,500,5,6,216977
mmClasicaFork,500,5,7,209906
mmClasicaFork,500,5,8,206943
mmClasicaFork,500,5,9,196214
mmClasicaFork,500,5,10,194528
mmClasicaFork,500,5,11,201180
mmClasicaFork,500,5,12,208921
mmClasicaFork,500,5,13,192791
mmClasicaFork,500,5,14,211065
mmClasicaFork,500,5,15,209693
mmClasicaFork,500,5,16,218617
mmClasicaFork,500,5,17,200907
mmClasicaFork,500,5,18,195270
mmClasicaFork,500,5,19,203666
mmClasicaFork,500,5,20,199192
mmClasicaFork,500,5,21,246191
mmClasicaFork,500,5,22,206334
mmClasicaFork,500,5,23,202710
mmClasicaFork,500,5,24,250151
mmClasicaFork,500,5,25,207743
mmClasicaFork,500,5,26,200388
mmClasicaFork,500,5,27,204009
mmClasicaFork,500,5,28,225457
mmClasicaFork,500,5,29,202061
mmClasicaFork,500,5,30,193754
mmClasicaFork,500,6,1,192662
mmClasicaFork,500,6,2,186817
mmClasicaFork,500,6,3,192502
mmClasicaFork,500,6,4,182290
mmClasicaFork,500,6,5,188822
mmClasicaFork,500,6,6,197249
mmClasicaFork,500,6,7,190167
mmClasicaFork,500,6,8,190141
mmClasicaFork,500,6,9,196111
mmClasicaFork,500,6,10,187691
mmClasicaFork,500,6,11,175553
mmClasicaFork,500,6,12,198803
mmClasicaFork,500,6,13,205118
mmClasicaFork,500,6,14,198665
mmClasicaFork,500,6,15,206246
mmClasicaFork,500,6,16,194982
mmClasicaFork,500,6,17,241076
mmClasicaFork,500,6,18,224238
mmClasicaFork,500,6,19,234276
mmClasicaFork,500,6,20,240124
mmClasicaFork,500,6,21,173311
mmClasicaFork,500,6,22,205371
mmClasicaFork,500,6,23,195449
mmClasicaFork,500,6,24,196068
mmClasicaFork,500,6,25,195269
mmClasicaFork,500,6,26,203368
mmClasicaFork,500,6,27,201327
mmClasicaFork,500,6,28,190341
mmClasicaFork,500,6,29,219578
mmClasicaFork,500,6,30,212147
mmClasicaFork,500,7,1,190857
mmClasicaFork,500,7,2,211916
mmClasicaFork,500,7,3,197560
mmClasicaFork,500,7,4,203685
mmClasicaFork,500,7,5,188169
mmClasicaFork,500,7,6,209124
mmClasicaFork,500,7,7,196194
mmClasicaFork,500,7,8,199227
mmClasicaFork,500,7,9,190443
mmClasicaFork,500,7,10,202121
mmClasicaFork,500,7,11,192434
mmClasicaFork,500,7,12,198259
mmClasicaFork,500,7,13,206193
mmClasicaFork,500,7,14,187875
mmClasicaFork,500,7,15,199427
mmClasicaFork,500,7,16,195992
mmClasicaFork,500,7,17,226022
mmClasicaFork,500,7,18,194696
mmClasicaFork,500,7,19,184247
mmClasicaFork,500,7,20,184196
mmClasicaFork,500,7,21,192807
mmClasicaFork,500,7,22,197025
mmClasicaFork,500,7,23,199602
mmClasicaFork,500,7,24,196985
mmClasicaFork,500,7,25,193863
mmClasicaFork,500,7,26,222620
mmClasicaFork,500,7,27,185885
mmClasicaFork,500,7,28,175618
mmClasicaFork,500,7,29,212362
mmClasicaFork,500,7,30,193193
mmClasicaOpenMP,1000,1,1,1366185
mmClasicaOpenMP,1000,1,2,1466378
mmClasicaOpenMP,1000,1,3,1485070
mmClasicaOpenMP,1000,1,4,1443081
mmClasicaOpenMP,1000,1,5,1409376
mmClasicaOpenMP,1000,1,6,1431907
mmClasicaOpenMP,1000,1,7,1546210
mmClasicaOpenMP,1000,1,8,1435112
mmClasicaOpenMP,1000,1,9,1670748
mmClasicaOpenMP,1000,1,10,1464067
mmClasicaOpenMP,1000,1,11,1560913
mmClasicaOpenMP,1000,1,12,1583462
mmClasicaOpenMP,1000,1,13,1395324
mmClasicaOpenMP,1000,1,14,1342187
mmClasicaOpenMP,1000,1,15,1617268
mmClasicaOpenMP,1000,1,16,1421745
mmClasicaOpenMP,1000,1,17,1471137
mmClasicaOpenMP,1000,1,18,1647875
mmClasicaOpenMP,1000,1,19,1293511
mmClasicaOpenMP,1000,1,20,1605882
mmClasicaOpenMP,1000,1,21,1471036
mmClasicaOpenMP,1000,1,22,1528502
mmClasicaOpenMP,1000,1,23,1374122
mmClasicaOpenMP,1000,1,24,1472217
mmClasicaOpenMP,1000,1,25,1586995
mmClasicaOpenMP,1000,1,26,1408210
mmClasicaOpenMP,1000,1,27,1373411
mmClasicaOpenMP,1000,1,28,1337209
mmClasicaOpenMP,1000,1,29,1512955
mmClasicaOpenMP,1000,1,30,1438032
mmClasicaOpenMP,1000,2,1,762872
mmClasicaOpenMP,1000,2,2,803559
mmClasicaOpenMP,1000,2,3,756415
mmClasicaOpenMP,1000,2,4,690960
mmClasicaOpenMP,1000,2,5,681620
mmClasicaOpenMP,1000,2,6,952650
mmClasicaOpenMP,1000,2,7,855474
mmClasicaOpenMP,1000,2,8,736659
mmClasicaOpenMP,1000,2,9,840789
mmClasicaOpenMP,1000,2,10,802051
mmClasicaOpenMP,1000,2,11,685165
mmClasicaOpenMP,1000,2,12,766942
mmClasicaOpenMP,1000,2,13,798834
mmClasicaOpenMP,1000,2,14,707493
mmClasicaOpenMP,1000,2,15,744128
mmClasicaOpenMP,1000,2,16,762101
mmClasicaOpenMP,1000,2,17,705753
mmClasicaOpenMP,1000,2,18,857659
mmClasicaOpenMP,1000,2,19,809582
mmClasicaOpenMP,1000,2,20,716762
mmClasicaOpenMP,1000,2,21,745697
mmClasicaOpenMP,1000,2,22,692859
mmClasicaOpenMP,1000,2,23,739791
mmClasicaOpenMP,1000,2,24,820321
mmClasicaOpenMP,1000,2,25,719155
mmClasicaOpenMP,1000,2,26,692879
mmClasicaOpenMP,1000,2,27,804886
mmClasicaOpenMP,1000,2,28,730610
mmClasicaOpenMP,1000,2,29,740840
mmClasicaOpenMP,1000,2,30,685684
mmClasicaOpenMP,1000,3,1,546645
mmClasicaOpenMP,1000,3,2,476215
mmClasicaOpenMP,1000,3,3,486906
mmClasicaOpenMP,1000,3,4,527547
mmClasicaOpenMP,1000,3,5,550864
mmClasicaOpenMP,1000,3,6,539855
mmClasicaOpenMP,1000,3,7,495100
mmClasicaOpenMP,1000,3,8,538217
mmClasicaOpenMP,1000,3,9,542805
mmClasicaOpenMP,1000,3,10,537829
mmClasicaOpenMP,1000,3,11,503065
mmClasicaOpenMP,1000,3,12,515020
mmClasicaOpenMP,1000,3,13,599011
mmClasicaOpenMP,1000,3,14,474659
mmClasicaOpenMP,1000,3,15,539470
mmClasicaOpenMP,1000,3,16,529046
mmClasicaOpenMP,1000,3,17,528908
mmClasicaOpenMP,1000,3,18,500139
mmClasicaOpenMP,1000,3,19,469909
mmClasicaOpenMP,1000,3,20,549156
mmClasicaOpenMP,1000,3,21,514772
mmClasicaOpenMP,1000,3,22,525974
mmClasicaOpenMP,1000,3,23,507759
mmClasicaOpenMP,1000,3,24,551888
mmClasicaOpenMP,1000,3,25,634838
mmClasicaOpenMP,1000,3,26,520292
mmClasicaOpenMP,1000,3,27,599199
mmClasicaOpenMP,1000,3,28,483759
mmClasicaOpenMP,1000,3,29,517691
mmClasicaOpenMP,1000,3,30,455141
mmClasicaOpenMP,1000,4,1,436899
mmClasicaOpenMP,1000,4,2,427961
mmClasicaOpenMP,1000,4,3,340511
mmClasicaOpenMP,1000,4,4,372856
mmClasicaOpenMP,1000,4,5,413947
mmClasicaOpenMP,1000,4,6,352586
mmClasicaOpenMP,1000,4,7,374010
mmClasicaOpenMP,1000,4,8,395933
mmClasicaOpenMP,1000,4,9,379851
mmClasicaOpenMP,1000,4,10,400406
mmClasicaOpenMP,1000,4,11,410710
mmClasicaOpenMP,1000,4,12,417179
mmClasicaOpenMP,1000,4,13,389045
mmClasicaOpenMP,1000,4,14,401457
mmClasicaOpenMP,1000,4,15,397341
mmClasicaOpenMP,1000,4,16,397906
mmClasicaOpenMP,1000,4,17,397851
mmClasicaOpenMP,1000,4,18,398836
mmClasicaOpenMP,1000,4,19,384126
mmClasicaOpenMP,1000,4,20,352170
mmClasicaOpenMP,1000,4,21,381204
mmClasicaOpenMP,1000,4,22,414480
mmClasicaOpenMP,1000,4,23,504856
mmClasicaOpenMP,1000,4,24,441562
mmClasicaOpenMP,1000,4,25,393862
mmClasicaOpenMP,1000,4,26,390036
mmClasicaOpenMP,1000,4,27,356294
mmClasicaOpenMP,1000,4,28,371287
mmClasicaOpenMP,1000,4,29,379737
mmClasicaOpenMP,1000,4,30,383421
mmClasicaOpenMP,1000,5,1,454844
mmClasicaOpenMP,1000,5,2,403521
mmClasicaOpenMP,1000,5,3,446699
mmClasicaOpenMP,1000,5,4,408946
mmClasicaOpenMP,1000,5,5,407647
mmClasicaOpenMP,1000,5,6,462259
mmClasicaOpenMP,1000,5,7,409311
mmClasicaOpenMP,1000,5,8,425104
mmClasicaOpenMP,1000,5,9,445044
mmClasicaOpenMP,1000,5,10,416349
mmClasicaOpenMP,1000,5,11,360909
mmClasicaOpenMP,1000,5,12,396243
mmClasicaOpenMP,1000,5,13,390765
mmClasicaOpenMP,1000,5,14,396733
mmClasicaOpenMP,1000,5,15,392934
mmClasicaOpenMP,1000,5,16,404814
mmClasicaOpenMP,1000,5,17,359854
mmClasicaOpenMP,1000,5,18,422463
mmClasicaOpenMP,1000,5,19,403356
mmClasicaOpenMP,1000,5,20,400752
mmClasicaOpenMP,1000,5,21,495742
mmClasicaOpenMP,1000,5,22,513440
mmClasicaOpenMP,1000,5,23,467167
mmClasicaOpenMP,1000,5,24,487653
mmClasicaOpenMP,1000,5,25,498471
mmClasicaOpenMP,1000,5,26,432925
mmClasicaOpenMP,1000,5,27,406556
mmClasicaOpenMP,1000,5,28,423009
mmClasicaOpenMP,1000,5,29,412414
mmClasicaOpenMP,1000,5,30,497235
mmClasicaOpenMP,1000,6,1,450443
mmClasicaOpenMP,1000,6,2,392396
mmClasicaOpenMP,1000,6,3,322362
mmClasicaOpenMP,1000,6,4,329984
mmClasicaOpenMP,1000,6,5,370869
mmClasicaOpenMP,1000,6,6,332508
mmClasicaOpenMP,1000,6,7,337830
mmClasicaOpenMP,1000,6,8,358497
mmClasicaOpenMP,1000,6,9,321147
mmClasicaOpenMP,1000,6,10,333156
mmClasicaOpenMP,1000,6,11,397581
mmClasicaOpenMP,1000,6,12,342414
mmClasicaOpenMP,1000,6,13,326791
mmClasicaOpenMP,1000,6,14,415356
mmClasicaOpenMP,1000,6,15,440822
mmClasicaOpenMP,1000,6,16,400801
mmClasicaOpenMP,1000,6,17,387232
mmClasicaOpenMP,1000,6,18,396242
mmClasicaOpenMP,1000,6,19,434505
mmClasicaOpenMP,1000,6,20,352487
mmClasicaOpenMP,1000,6,21,407590
mmClasicaOpenMP,1000,6,22,426012
mmClasicaOpenMP,1000,6,23,410310
mmClasicaOpenMP,1000,6,24,386543
mmClasicaOpenMP,1000,6,25,376291
mmClasicaOpenMP,1000,6,26,415667
mmClasicaOpenMP,1000,6,27,413153
mmClasicaOpenMP,1000,6,28,453583
mmClasicaOpenMP,1000,6,29,402260
mmClasicaOpenMP,1000,6,30,405287
mmClasicaOpenMP,1000,7,1,402994
mmClasicaOpenMP,1000,7,2,401360
mmClasicaOpenMP,1000,7,3,364540
mmClasicaOpenMP,1000,7,4,400546
mmClasicaOpenMP,1000,7,5,410318
mmClasicaOpenMP,1000,7,6,395063
mmClasicaOpenMP,1000,7,7,383786
mmClasicaOpenMP,1000,7,8,390429
mmClasicaOpenMP,1000,7,9,424426
mmClasicaOpenMP,1000,7,10,403506
mmClasicaOpenMP,1000,7,11,466940
mmClasicaOpenMP,1000,7,12,420476
mmClasicaOpenMP,1000,7,13,406698
mmClasicaOpenMP,1000,7,14,394078
mmClasicaOpenMP,1000,7,15,363460
mmClasicaOpenMP,1000,7,16,386810
mmClasicaOpenMP,1000,7,17,368870
mmClasicaOpenMP,1000,7,18,384159
mmClasicaOpenMP,1000,7,19,402108
mmClasicaOpenMP,1000,7,20,391722
mmClasicaOpenMP,1000,7,21,381838
mmClasicaOpenMP,1000,7,22,403699
mmClasicaOpenMP,1000,7,23,395787
mmClasicaOpenMP,1000,7,24,384754
mmClasicaOpenMP,1000,7,25,355915
mmClasicaOpenMP,1000,7,26,374036
mmClasicaOpenMP,1000,7,27,379476
mmClasicaOpenMP,1000,7,28,394147
mmClasicaOpenMP,1000,7,29,364718
mmClasicaOpenMP,1000,7,30,367501
mmClasicaOpenMP,1500,1,1,4648079
mmClasicaOpenMP,1500,1,2,5209601
mmClasicaOpenMP,1500,1,3,4945985
mmClasicaOpenMP,1500,1,4,4819168
mmClasicaOpenMP,1500,1,5,5015097
mmClasicaOpenMP,1500,1,6,4498399
mmClasicaOpenMP,1500,1,7,4399921
mmClasicaOpenMP,1500,1,8,3919850
mmClasicaOpenMP,1500,1,9,4478010
mmClasicaOpenMP,1500,1,10,4863856
mmClasicaOpenMP,1500,1,11,4718432
mmClasicaOpenMP,1500,1,12,4593704
mmClasicaOpenMP,1500,1,13,4646832
mmClasicaOpenMP,1500,1,14,4553788
mmClasicaOpenMP,1500,1,15,4341857
mmClasicaOpenMP,1500,1,16,4428035
mmClasicaOpenMP,1500,1,17,4554633
mmClasicaOpenMP,1500,1,18,5323301
mmClasicaOpenMP,1500,1,19,4723262
mmClasicaOpenMP,1500,1,20,5079653
mmClasicaOpenMP,1500,1,21,4649634
mmClasicaOpenMP,1500,1,22,4712394
mmClasicaOpenMP,1500,1,23,5022798
mmClasicaOpenMP,1500,1,24,5155852
mmClasicaOpenMP,1500,1,25,4942917
mmClasicaOpenMP,1500,1,26,4923240
mmClasicaOpenMP,1500,1,27,4635399
mmClasicaOpenMP,1500,1,28,4432544
mmClasicaOpenMP,1500,1,29,4539685
mmClasicaOpenMP,1500,1,30,4463566
mmClasicaOpenMP,1500,2,1,2339175
mmClasicaOpenMP,1500,2,2,2258234
mmClasicaOpenMP,1500,2,3,2431270
mmClasicaOpenMP,1500,2,4,2415515
mmClasicaOpenMP,1500,2,5,2324966
mmClasicaOpenMP,1500,2,6,2225970
mmClasicaOpenMP,1500,2,7,2388415
mmClasicaOpenMP,1500,2,8,2264803
mmClasicaOpenMP,1500,2,9,2116864
mmClasicaOpenMP,1500,2,10,2393835
mmClasicaOpenMP,1500,2,11,2068499
mmClasicaOpenMP,1500,2,12,2560562
mmClasicaOpenMP,1500,2,13,2304872
mmClasicaOpenMP,1500,2,14,2489651
mmClasicaOpenMP,1500,2,15,2396782
mmClasicaOpenMP,1500,2,16,2098358
mmClasicaOpenMP,1500,2,17,2673827
mmClasicaOpenMP,1500,2,18,2300860
mmClasicaOpenMP,1500,2,19,2539238
mmClasicaOpenMP,1500,2,20,2125818
mmClasicaOpenMP,1500,2,21,2472368
mmClasicaOpenMP,1500,2,22,2923099
mmClasicaOpenMP,1500,2,23,2270614
mmClasicaOpenMP,1500,2,24,2157739
mmClasicaOpenMP,1500,2,25,2485826
mmClasicaOpenMP,1500,2,26,2304904
mmClasicaOpenMP,1500,2,27,2262173
mmClasicaOpenMP,1500,2,28,2251229
mmClasicaOpenMP,1500,2,29,2464873
mmClasicaOpenMP,1500,2,30,2674091
mmClasicaOpenMP,1500,3,1,1643822
mmClasicaOpenMP,1500,3,2,1442929
mmClasicaOpenMP,1500,3,3,1727400
mmClasicaOpenMP,1500,3,4,1485611
mmClasicaOpenMP,1500,3,5,1288005
mmClasicaOpenMP,1500,3,6,1361744
mmClasicaOpenMP,1500,3,7,1248838
mmClasicaOpenMP,1500,3,8,1410350
mmClasicaOpenMP,1500,3,9,1376905
mmClasicaOpenMP,1500,3,10,1249406
mmClasicaOpenMP,1500,3,11,1626399
mmClasicaOpenMP,1500,3,12,1508476
mmClasicaOpenMP,1500,3,13,1532441
mmClasicaOpenMP,1500,3,14,1569833
mmClasicaOpenMP,1500,3,15,1638531
mmClasicaOpenMP,1500,3,16,1482312
mmClasicaOpenMP,1500,3,17,1687260
mmClasicaOpenMP,1500,3,18,1538151
mmClasicaOpenMP,1500,3,19,1443930
mmClasicaOpenMP,1500,3,20,1511028
mmClasicaOpenMP,1500,3,21,1518090
mmClasicaOpenMP,1500,3,22,1454744
mmClasicaOpenMP,1500,3,23,1650153
mmClasicaOpenMP,1500,3,24,1417750
mmClasicaOpenMP,1500,3,25,1593406
mmClasicaOpenMP,1500,3,26,1417943
mmClasicaOpenMP,1500,3,27,1492838
mmClasicaOpenMP,1500,3,28,1501601
mmClasicaOpenMP,1500,3,29,1605037
mmClasicaOpenMP,1500,3,30,1432001
mmClasicaOpenMP,1500,4,1,1052263
mmClasicaOpenMP,1500,4,2,1211533
mmClasicaOpenMP,1500,4,3,1099042
mmClasicaOpenMP,1500,4,4,1157043
mmClasicaOpenMP,1500,4,5,1116622
mmClasicaOpenMP,1500,4,6,1171446
mmClasicaOpenMP,1500,4,7,1111426
mmClasicaOpenMP,1500,4,8,1226695
mmClasicaOpenMP,1500,4,9,1111257
mmClasicaOpenMP,1500,4,10,1131609
mmClasicaOpenMP,1500,4,11,1056821
mmClasicaOpenMP,1500,4,12,1406250
mmClasicaOpenMP,1500,4,13,1174952
mmClasicaOpenMP,1500,4,14,1021983
mmClasicaOpenMP,1500,4,15,1080061
mmClasicaOpenMP,1500,4,16,1127903
mmClasicaOpenMP,1500,4,17,1120220
mmClasicaOpenMP,1500,4,18,1101635
mmClasicaOpenMP,1500,4,19,1091915
mmClasicaOpenMP,1500,4,20,984242
mmClasicaOpenMP,1500,4,21,1146605
mmClasicaOpenMP,1500,4,22,1126542
mmClasicaOpenMP,1500,4,23,1212491
mmClasicaOpenMP,1500,4,24,1138147
mmClasicaOpenMP,1500,4,25,1100658
mmClasicaOpenMP,1500,4,26,1101990
mmClasicaOpenMP,1500,4,27,1163857
mmClasicaOpenMP,1500,4,28,1398755
mmClasicaOpenMP,1500,4,29,1081835
mmClasicaOpenMP,1500,4,30,1176504
mmClasicaOpenMP,1500,5,1,1107948
mmClasicaOpenMP,1500,5,2,1107327
mmClasicaOpenMP,1500,5,3,1139670
mmClasicaOpenMP,1500,5,4,1084405
mmClasicaOpenMP,1500,5,5,1135005
mmClasicaOpenMP,1500,5,6,1172465
mmClasicaOpenMP,1500,5,7,1166762
mmClasicaOpenMP,1500,5,8,1112700
mmClasicaOpenMP,1500,5,9,1078852
mmClasicaOpenMP,1500,5,10,1237161
mmClasicaOpenMP,1500,5,11,1137535
mmClasicaOpenMP,1500,5,12,1174529
mmClasicaOpenMP,1500,5,13,1207496
mmClasicaOpenMP,1500,5,14,1095625
mmClasicaOpenMP,1500,5,15,1183412
mmClasicaOpenMP,1500,5,16,1159695
mmClasicaOpenMP,1500,5,17,1077762
mmClasicaOpenMP,1500,5,18,1173152
mmClasicaOpenMP,1500,5,19,1182372
mmClasicaOpenMP,1500,5,20,1094551
mmClasicaOpenMP,1500,5,21,1005740
mmClasicaOpenMP,1500,5,22,1139592
mmClasicaOpenMP,1500,5,23,1168223
mmClasicaOpenMP,1500,5,24,1183351
mmClasicaOpenMP,1500,5,25,1095327
mmClasicaOpenMP,1500,5,26,1138380
mmClasicaOpenMP,1500,5,27,1174819
mmClasicaOpenMP,1500,5,28,1322879
mmClasicaOpenMP,1500,5,29,1040745
mmClasicaOpenMP,1500,5,30,1207149
mmClasicaOpenMP,1500,6,1,1102651
mmClasicaOpenMP,1500,6,2,1279261
mmClasicaOpenMP,1500,6,3,1236361
mmClasicaOpenMP,1500,6,4,1197548
mmClasicaOpenMP,1500,6,5,1225183
mmClasicaOpenMP,1500,6,6,1106283
mmClasicaOpenMP,1500,6,7,1358741
mmClasicaOpenMP,1500,6,8,1137102
mmClasicaOpenMP,1500,6,9,1127436
mmClasicaOpenMP,1500,6,10,1211729
mmClasicaOpenMP,1500,6,11,1199600
mmClasicaOpenMP,1500,6,12,1329936
mmClasicaOpenMP,1500,6,13,1176468
mmClasicaOpenMP,1500,6,14,1125645
mmClasicaOpenMP,1500,6,15,1175930
mmClasicaOpenMP,1500,6,16,1162370
mmClasicaOpenMP,1500,6,17,1156270
mmClasicaOpenMP,1500,6,18,1257968
mmClasicaOpenMP,1500,6,19,1232471
mmClasicaOpenMP,1500,6,20,1267145
mmClasicaOpenMP,1500,6,21,1199999
mmClasicaOpenMP,1500,6,22,1150615
mmClasicaOpenMP,1500,6,23,1159843
mmClasicaOpenMP,1500,6,24,1155922
mmClasicaOpenMP,1500,6,25,1177357
mmClasicaOpenMP,1500,6,26,1322275
mmClasicaOpenMP,1500,6,27,1136618
mmClasicaOpenMP,1500,6,28,1192420
mmClasicaOpenMP,1500,6,29,1187893
mmClasicaOpenMP,1500,6,30,1210861
mmClasicaOpenMP,1500,7,1,1092471
mmClasicaOpenMP,1500,7,2,1157085
mmClasicaOpenMP,1500,7,3,1064474
mmClasicaOpenMP,1500,7,4,1134554
mmClasicaOpenMP,1500,7,5,1114536
mmClasicaOpenMP,1500,7,6,1057739
mmClasicaOpenMP,1500,7,7,1180431
mmClasicaOpenMP,1500,7,8,1142776
mmClasicaOpenMP,1500,7,9,1125818
mmClasicaOpenMP,1500,7,10,1116241
mmClasicaOpenMP,1500,7,11,1072927
mmClasicaOpenMP,1500,7,12,1181429
mmClasicaOpenMP,1500,7,13,1089123
mmClasicaOpenMP,1500,7,14,1072949
mmClasicaOpenMP,1500,7,15,1059175
mmClasicaOpenMP,1500,7,16,1114605
mmClasicaOpenMP,1500,7,17,1120483
mmClasicaOpenMP,1500,7,18,1100177
mmClasicaOpenMP,1500,7,19,1059923
mmClasicaOpenMP,1500,7,20,1173657
mmClasicaOpenMP,1500,7,21,1106185
mmClasicaOpenMP,1500,7,22,1122322
mmClasicaOpenMP,1500,7,23,1120334
mmClasicaOpenMP,1500,7,24,1136598
mmClasicaOpenMP,1500,7,25,1151202
mmClasicaOpenMP,1500,7,26,1114790
mmClasicaOpenMP,1500,7,27,1239975
mmClasicaOpenMP,1500,7,28,1091954
mmClasicaOpenMP,1500,7,29,1093483
mmClasicaOpenMP,1500,7,30,1065005
mmClasicaOpenMP,2000,1,1,18947788
mmClasicaOpenMP,2000,1,2,19428116
mmClasicaOpenMP,2000,1,3,20549630
mmClasicaOpenMP,2000,1,4,18580018
mmClasicaOpenMP,2000,1,5,18588416
mmClasicaOpenMP,2000,1,6,21572801
mmClasicaOpenMP,2000,1,7,20451824
mmClasicaOpenMP,2000,1,8,20221833
mmClasicaOpenMP,2000,1,9,21779655
mmClasicaOpenMP,2000,1,10,20594724
mmClasicaOpenMP,2000,1,11,21293298
mmClasicaOpenMP,2000,1,12,21091256
mmClasicaOpenMP,2000,1,13,20806210
mmClasicaOpenMP,2000,1,14,20915739
mmClasicaOpenMP,2000,1,15,14851493
mmClasicaOpenMP,2000,1,16,14852400
mmClasicaOpenMP,2000,1,17,19160801
mmClasicaOpenMP,2000,1,18,20210782
mmClasicaOpenMP,2000,1,19,21107029
mmClasicaOpenMP,2000,1,20,20616193
mmClasicaOpenMP,2000,1,21,21456794
mmClasicaOpenMP,2000,1,22,19907399
mmClasicaOpenMP,2000,1,23,15432159
mmClasicaOpenMP,2000,1,24,16422991
mmClasicaOpenMP,2000,1,25,20077313
mmClasicaOpenMP,2000,1,26,21479354
mmClasicaOpenMP,2000,1,27,21188859
mmClasicaOpenMP,2000,1,28,21238713
mmClasicaOpenMP,2000,1,29,20674207
mmClasicaOpenMP,2000,1,30,21546939
mmClasicaOpenMP,2000,2,1,9223569
mmClasicaOpenMP,2000,2,2,9425309
mmClasicaOpenMP,2000,2,3,9682980
mmClasicaOpenMP,2000,2,4,9512069
mmClasicaOpenMP,2000,2,5,8725278
mmClasicaOpenMP,2000,2,6,8854526
mmClasicaOpenMP,2000,2,7,9029922
mmClasicaOpenMP,2000,2,8,9373868
mmClasicaOpenMP,2000,2,9,8890094
mmClasicaOpenMP,2000,2,10,8717291
mmClasicaOpenMP,2000,2,11,8892170
mmClasicaOpenMP,2000,2,12,9029618
mmClasicaOpenMP,2000,2,13,8900903
mmClasicaOpenMP,2000,2,14,9362937
mmClasicaOpenMP,2000,2,15,9145968
mmClasicaOpenMP,2000,2,16,8920962
mmClasicaOpenMP,2000,2,17,8859675
mmClasicaOpenMP,2000,2,18,8871019
mmClasicaOpenMP,2000,2,19,7773170
mmClasicaOpenMP,2000,2,20,9290171
mmClasicaOpenMP,2000,2,21,9102932
mmClasicaOpenMP,2000,2,22,9527891
mmClasicaOpenMP,2000,2,23,9211940
mmClasicaOpenMP,2000,2,24,9561481
mmClasicaOpenMP,2000,2,25,8940251
mmClasicaOpenMP,2000,2,26,8891964
mmClasicaOpenMP,2000,2,27,9019805
mmClasicaOpenMP,2000,2,28,9476984
mmClasicaOpenMP,2000,2,29,9814486
mmClasicaOpenMP,2000,2,30,9603567
mmClasicaOpenMP,2000,3,1,6547632
mmClasicaOpenMP,2000,3,2,6657601
mmClasicaOpenMP,2000,3,3,6507448
mmClasicaOpenMP,2000,3,4,7182911
mmClasicaOpenMP,2000,3,5,6604221
mmClasicaOpenMP,2000,3,6,6120021
mmClasicaOpenMP,2000,3,7,6349405
mmClasicaOpenMP,2000,3,8,6646682
mmClasicaOpenMP,2000,3,9,6537707
mmClasicaOpenMP,2000,3,10,6693185
mmClasicaOpenMP,2000,3,11,7526131
mmClasicaOpenMP,2000,3,12,8236950
mmClasicaOpenMP,2000,3,13,8412537
mmClasicaOpenMP,2000,3,14,6135941
mmClasicaOpenMP,2000,3,15,5762862
mmClasicaOpenMP,2000,3,16,6079733
mmClasicaOpenMP,2000,3,17,6248258
mmClasicaOpenMP,2000,3,18,6449801
mmClasicaOpenMP,2000,3,19,5868777
mmClasicaOpenMP,2000,3,20,5680922
mmClasicaOpenMP,2000,3,21,5685360
mmClasicaOpenMP,2000,3,22,6075651
mmClasicaOpenMP,2000,3,23,5800706
mmClasicaOpenMP,2000,3,24,6334631
mmClasicaOpenMP,2000,3,25,6020129
mmClasicaOpenMP,2000,3,26,6048330
mmClasicaOpenMP,2000,3,27,6044256
